2017;10;6;6;0;13.15;58.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.19;339.10;33.50;351.35;27.97;301.85;23.04;0;0.0;
2017;10;6;7;0;13.13;57.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.79;337.67;31.01;350.65;23.47;302.47;22.68;0;0.0;
2017;10;6;8;0;13.39;54.00;1011.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.43;8.01;21.42;335.16;30.57;347.76;20.09;306.25;21.60;0.117;369.94;
2017;10;6;9;0;16.73;45.00;1011.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;145.07;21.13;336.93;21.07;340.02;18.37;304.62;20.52;20.329;690.04;
2017;10;6;10;0;20.96;36.00;1011.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;324.85;18.67;340.87;18.86;346.76;17.10;300.34;17.64;63.426;814.98;
2017;10;6;11;0;24.27;30.00;1010.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;481.49;13.55;343.01;13.20;349.00;13.53;295.20;11.88;125.761;873.73;
2017;10;6;12;0;26.46;26.00;1009.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;599.86;4.69;327.53;3.22;333.43;5.96;295.02;6.84;130.243;901.14;
2017;10;6;13;0;27.81;23.00;1008.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;669.28;4.32;180.00;5.09;171.87;2.16;180.00;6.12;128.774;908.66;
2017;10;6;14;0;28.73;21.00;1007.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;689.75;7.41;150.95;6.99;145.49;5.99;147.26;8.64;126.373;898.95;
2017;10;6;15;0;28.82;24.00;1005.80;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;59.81;657.71;1.14;251.57;0.00;180.00;2.55;315.00;8.64;125.326;868.53;
2017;10;6;16;0;29.35;24.00;1005.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;571.38;6.49;303.69;5.62;320.19;6.37;317.29;8.64;101.63;804.24;
2017;10;6;17;0;28.87;29.00;1005.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;441.44;15.81;239.93;18.16;230.63;18.08;234.73;20.88;26.07;665.59;
2017;10;6;18;0;27.10;36.00;1004.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;275.01;19.56;263.66;22.55;261.74;25.22;272.45;23.04;66.084;298.82;
2017;10;6;19;0;23.48;47.00;1005.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.50;95.23;13.36;265.36;23.05;268.21;28.24;287.05;16.20;11.083;0.0;
2017;10;6;20;0;21.37;55.00;1004.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.02;298.61;16.10;280.30;22.67;290.45;16.56;0.055;0.0;
2017;10;6;21;0;20.98;57.00;1005.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.05;333.43;8.50;306.38;13.36;284.04;13.68;0;0.0;
2017;10;6;22;0;19.79;61.00;1005.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.83;344.58;12.60;323.13;4.02;259.70;6.12;0;0.0;
2017;10;6;23;0;19.48;61.00;1005.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.88;333.43;17.34;311.63;2.81;230.19;7.56;0;0.0;
2017;10;7;0;0;18.58;63.00;1005.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.66;345.17;19.13;318.81;3.10;234.46;9.00;0;0.0;
2017;10;7;1;0;16.54;73.00;1005.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.26;356.63;16.79;329.04;4.69;212.47;11.16;0;0.0;
2017;10;7;2;0;16.03;76.00;1005.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.68;6.52;11.38;341.57;6.41;218.16;8.64;0;0.0;
2017;10;7;3;0;15.60;78.00;1004.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.90;7.59;6.88;353.99;19.58;237.77;15.84;0;0.0;
2017;10;7;4;0;15.82;76.00;1003.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.14;16.50;5.35;19.65;22.70;242.62;15.84;0;0.0;
2017;10;7;5;0;16.33;72.00;1003.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.22;28.81;4.68;67.38;20.46;241.63;9.36;0;0.0;
2017;10;7;6;0;16.34;70.00;1002.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.92;38.66;5.32;118.30;18.71;239.98;12.60;0;0.0;
2017;10;7;7;0;16.33;71.00;1002.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.15;77.91;8.94;139.90;22.78;238.57;3.24;0;0.0;
2017;10;7;8;0;15.32;74.00;1002.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.44;7.12;6.62;112.38;12.31;142.13;25.46;223.85;8.64;0;362.3;
2017;10;7;9;0;17.65;65.00;1002.40;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;139.73;7.65;131.19;9.89;146.89;31.39;220.82;15.84;5.071;688.09;
2017;10;7;10;0;22.86;46.00;1002.20;0.00;0.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;318.62;12.66;194.83;9.11;198.43;33.36;223.69;19.44;12.274;814.56;
2017;10;7;11;0;24.29;42.00;1001.00;0.10;0.40;0.00;0.00;100.00;0.00;100.00;1.00;0.00;388.04;23.48;215.64;26.21;217.18;33.66;228.47;27.00;12.681;873.83;
2017;10;7;12;0;23.21;41.00;1001.20;0.70;0.40;0.00;0.00;100.00;0.00;100.00;100.00;0.00;275.01;18.33;250.50;19.71;260.54;26.04;264.45;25.92;15.063;901.41;
2017;10;7;13;0;13.78;51.00;1004.00;0.00;0.40;0.00;0.00;100.00;0.00;100.00;100.00;0.00;148.63;37.83;343.98;46.74;348.00;42.79;321.49;44.64;98.243;908.92;
2017;10;7;14;0;16.64;45.00;1003.90;0.00;0.70;0.00;0.00;94.00;0.00;94.00;0.00;0.00;459.24;36.40;351.47;43.63;349.06;51.73;317.54;42.48;38.485;899.03;
2017;10;7;15;0;24.70;34.00;1002.90;0.00;0.30;0.00;0.00;35.00;0.00;35.00;0.00;37.66;420.97;32.73;330.33;39.81;335.98;29.70;300.61;37.80;21.736;868.15;
2017;10;7;16;0;19.53;41.00;1003.70;0.00;0.20;0.00;0.00;100.00;0.00;100.00;0.00;0.00;482.38;26.42;342.55;28.47;350.54;31.88;288.43;36.72;121.748;802.81;
2017;10;7;17;0;19.32;40.00;1004.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;329.30;29.95;350.31;33.15;357.51;41.56;311.84;31.68;32.798;661.24;
2017;10;7;18;0;16.60;42.00;1005.10;0.00;0.00;0.00;0.00;4.00;0.00;0.00;4.00;57.45;276.79;35.50;353.60;43.18;352.82;55.42;331.27;37.08;11.981;283.89;
2017;10;7;19;0;15.17;43.00;1006.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.92;93.45;38.77;338.20;50.94;338.88;66.03;332.04;39.96;7.058;0.0;
2017;10;7;20;0;13.24;44.00;1007.10;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;41.98;329.04;54.03;330.02;73.81;330.81;49.68;0.05;0.0;
2017;10;7;21;0;11.79;46.00;1008.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36.75;325.38;46.93;325.94;74.46;328.85;49.32;0;0.0;
2017;10;7;22;0;10.94;47.00;1010.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35.75;325.67;45.95;324.57;68.10;333.98;46.80;0;0.0;
2017;10;7;23;0;10.14;49.00;1010.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35.43;322.43;44.65;322.21;76.21;335.74;44.28;0;0.0;
2017;10;8;0;0;9.78;50.00;1011.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36.83;320.55;45.88;321.69;84.93;341.72;50.76;0;0.0;
2017;10;8;1;0;10.04;49.00;1011.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34.57;324.32;44.45;324.89;82.04;348.10;49.68;0;0.0;
2017;10;8;2;0;9.94;50.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.26;326.31;36.25;327.57;72.20;343.19;41.40;0;0.0;
2017;10;8;3;0;9.91;53.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.37;327.83;35.57;328.24;73.14;343.71;40.32;0;0.0;
2017;10;8;4;0;9.74;54.00;1011.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.66;326.31;32.65;325.78;70.96;343.50;37.80;0;0.0;
2017;10;8;5;0;9.63;55.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.08;328.45;32.36;327.72;70.47;341.84;39.96;0;0.0;
2017;10;8;6;0;9.44;56.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.22;330.26;32.78;328.93;69.67;341.94;36.36;0;0.0;
2017;10;8;7;0;8.99;57.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.28;328.28;33.16;327.86;71.90;344.02;37.80;0;0.0;
2017;10;8;8;0;9.30;55.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.45;6.23;23.77;327.99;32.86;327.53;70.07;343.89;36.00;0.1;354.41;
2017;10;8;9;0;12.63;43.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;144.18;25.50;329.45;29.88;328.80;65.57;341.76;36.00;20.256;686.07;
2017;10;8;10;0;15.16;36.00;1014.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;330.19;27.55;331.09;30.50;329.50;61.26;336.45;36.00;59.594;814.09;
2017;10;8;11;0;17.26;30.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;493.06;27.06;331.39;30.60;331.93;46.53;326.68;31.32;132.538;873.9;
2017;10;8;12;0;19.25;23.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;617.66;24.16;331.53;25.77;331.65;31.61;322.87;28.08;137.244;901.66;
2017;10;8;13;0;20.97;20.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;688.86;21.41;333.00;22.70;332.62;28.17;321.23;28.80;140.59;909.16;
2017;10;8;14;0;22.56;16.00;1012.20;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;59.62;707.55;17.56;331.86;18.71;329.98;23.98;318.65;26.64;140.013;899.08;
2017;10;8;15;0;22.16;18.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;673.73;17.71;333.43;18.68;334.92;22.78;328.57;25.56;137.812;867.75;
2017;10;8;16;0;22.65;17.00;1012.00;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;59.43;583.84;14.18;336.04;14.18;336.04;17.17;326.98;23.76;127.481;801.35;
2017;10;8;17;0;22.71;17.00;1012.50;0.00;0.00;0.00;0.00;4.80;16.00;0.00;0.00;56.94;452.12;8.22;331.19;7.90;329.93;11.72;317.49;18.36;117.487;656.77;
2017;10;8;18;0;22.08;18.00;1012.40;0.00;0.00;0.00;0.00;1.20;4.00;0.00;0.00;59.23;283.91;1.14;288.43;0.36;270.00;5.50;301.61;15.12;98.746;268.6;
2017;10;8;19;0;19.40;25.00;1012.70;0.00;0.00;0.00;0.00;6.00;6.00;6.00;0.00;6.89;98.79;5.05;184.09;8.64;180.00;7.24;275.71;5.40;20.056;0.0;
2017;10;8;20;0;17.01;31.00;1013.50;0.00;0.00;0.00;0.00;23.00;5.00;23.00;0.00;0.00;0.00;7.59;301.43;20.67;305.07;25.54;319.57;20.88;0.073;0.0;
2017;10;8;21;0;13.90;39.00;1014.10;0.00;0.00;0.00;0.00;21.00;0.00;21.00;0.00;0.00;0.00;16.30;316.79;29.09;306.44;19.32;333.43;20.88;0;0.0;
2017;10;8;22;0;13.39;41.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.81;334.06;30.60;334.94;22.77;325.30;18.36;0;0.0;
2017;10;8;23;0;11.91;40.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.26;340.71;25.28;331.98;23.51;332.65;25.56;0;0.0;
2017;10;9;0;0;10.91;41.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.52;339.59;27.86;334.76;24.70;323.30;23.04;0;0.0;
2017;10;9;1;0;10.15;43.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.20;335.46;28.70;340.20;18.60;317.35;24.48;0;0.0;
2017;10;9;2;0;9.50;46.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.72;337.38;30.52;342.85;16.14;321.34;23.76;0;0.0;
2017;10;9;3;0;9.00;46.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.72;337.38;31.79;346.91;15.04;317.91;27.36;0;0.0;
2017;10;9;4;0;8.58;45.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.72;337.38;32.84;344.74;14.26;315.00;27.72;0;0.0;
2017;10;9;5;0;8.04;43.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.25;337.99;31.71;347.54;14.51;316.01;23.76;0;0.0;
2017;10;9;6;0;7.66;42.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.20;335.46;31.00;347.25;17.43;321.71;28.08;0;0.0;
2017;10;9;7;0;7.49;40.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.12;333.43;33.83;343.30;24.57;320.95;29.52;0;0.0;
2017;10;9;8;0;7.60;39.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.45;6.23;21.25;333.87;35.18;342.12;27.76;326.10;30.60;0.081;346.26;
2017;10;9;9;0;11.97;29.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;140.62;21.75;331.31;27.05;333.09;29.83;330.34;25.92;19.751;683.95;
2017;10;9;10;0;15.57;23.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;324.85;20.38;327.99;25.01;329.74;27.75;337.09;28.44;59.28;813.59;
2017;10;9;11;0;18.76;21.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;485.05;14.28;326.31;15.81;329.93;15.89;346.91;20.52;129.499;873.95;
2017;10;9;12;0;21.24;19.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;605.20;3.96;360.00;3.42;18.43;9.47;351.25;11.16;134.881;901.89;
2017;10;9;13;0;22.54;18.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;675.51;6.49;123.69;8.94;130.10;1.94;21.80;10.80;133.676;909.38;
2017;10;9;14;0;22.94;18.00;1016.00;0.00;0.00;0.00;0.00;6.30;21.00;0.00;0.00;55.98;693.31;11.21;132.40;13.25;132.80;5.12;140.71;15.12;131.007;899.12;
2017;10;9;15;0;23.96;19.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;655.04;5.00;149.74;5.63;153.43;1.80;126.87;12.24;129.654;867.33;
2017;10;9;16;0;23.94;19.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;566.93;7.42;157.17;7.42;157.17;4.83;153.43;11.16;126.714;799.83;
2017;10;9;17;0;23.66;19.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;433.43;6.49;160.56;5.01;158.96;5.01;158.96;6.12;117.866;652.17;
2017;10;9;18;0;23.04;20.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;266.11;5.24;164.05;3.67;168.69;4.45;165.96;4.68;96.63;252.97;
2017;10;9;19;0;20.55;26.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.81;83.66;6.49;160.56;9.26;166.50;5.50;148.39;10.08;28.327;0.0;
2017;10;9;20;0;18.80;35.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.44;116.57;13.83;128.66;5.90;127.57;6.12;0.067;0.0;
2017;10;9;21;0;16.18;42.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.18;93.69;21.75;109.33;11.18;123.18;10.80;0;0.0;
2017;10;9;22;0;15.46;40.00;1018.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.42;50.91;11.87;104.04;15.12;128.23;14.40;0;0.0;
2017;10;9;23;0;14.86;43.00;1018.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.92;8.97;5.24;74.05;14.98;125.22;9.36;0;0.0;
2017;10;10;0;0;14.87;43.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.38;343.61;2.74;66.80;17.78;111.37;9.72;0;0.0;
2017;10;10;1;0;13.61;44.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.42;313.45;6.15;290.56;17.78;121.76;10.44;0;0.0;
2017;10;10;2;0;12.94;46.00;1020.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.97;318.99;12.29;301.83;14.33;115.28;9.36;0;0.0;
2017;10;10;3;0;12.29;49.00;1020.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.25;320.19;17.17;303.02;11.59;115.77;10.80;0;0.0;
2017;10;10;4;0;11.69;52.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.89;324.87;20.81;307.27;11.79;121.26;10.80;0;0.0;
2017;10;10;5;0;11.39;53.00;1020.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.68;325.41;22.32;307.79;11.49;122.20;10.44;0;0.0;
2017;10;10;6;0;11.23;53.00;1020.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.39;324.46;22.90;306.69;11.53;128.66;14.04;0;0.0;
2017;10;10;7;0;11.11;51.00;1019.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.82;321.84;25.07;302.09;10.95;133.67;15.48;0;0.0;
2017;10;10;8;0;11.52;50.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.45;4.45;12.54;320.83;24.27;302.28;10.46;139.18;15.12;0.063;337.86;
2017;10;10;9;0;14.96;41.00;1020.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;133.50;10.20;312.14;21.67;302.11;11.48;138.81;15.84;17.745;681.76;
2017;10;10;10;0;18.09;34.00;1021.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;315.06;6.92;297.90;12.24;298.07;13.00;138.37;7.92;54.671;813.05;
2017;10;10;11;0;19.88;30.00;1021.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;472.59;4.02;153.43;2.55;171.87;13.24;135.00;5.76;126.915;873.97;
2017;10;10;12;0;21.28;28.00;1020.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;592.74;11.21;137.60;10.46;139.18;12.03;141.07;11.52;131.447;902.11;
2017;10;10;13;0;22.69;26.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;663.94;13.49;133.92;13.24;135.00;12.73;135.00;13.32;129.998;909.58;
2017;10;10;14;0;23.71;24.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;682.63;14.26;135.00;14.00;133.96;14.26;137.05;13.68;131.029;899.14;
2017;10;10;15;0;23.91;29.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;643.47;12.74;137.29;11.97;136.22;12.50;138.50;11.88;129.648;866.88;
2017;10;10;16;0;24.20;28.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;556.25;12.03;141.07;12.03;141.07;12.39;144.46;16.56;123.673;798.28;
2017;10;10;17;0;24.03;28.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;424.53;12.68;145.41;12.68;145.41;13.40;149.30;19.08;115.901;647.46;
2017;10;10;18;0;23.31;30.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;258.10;12.90;149.86;14.02;150.80;15.14;154.65;12.96;63.457;237.02;
2017;10;10;19;0;19.95;32.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.27;78.32;11.09;144.25;20.46;151.63;17.78;148.24;17.28;5.527;0.0;
2017;10;10;20;0;18.08;32.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.20;120.58;20.88;136.40;15.79;133.15;10.08;0.016;0.0;
2017;10;10;21;0;16.98;42.00;1019.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.83;101.77;22.10;120.32;17.50;126.63;16.20;0;0.0;
2017;10;10;22;0;16.14;52.00;1020.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.90;52.43;11.72;100.62;11.30;112.48;12.96;0;0.0;
2017;10;10;23;0;15.61;53.00;1020.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.45;352.41;2.52;90.00;6.13;86.63;8.28;0;0.0;
2017;10;11;0;0;15.17;54.00;1021.20;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;0.00;0.00;7.90;313.15;2.55;278.13;3.98;84.81;7.56;0;0.0;
2017;10;11;1;0;13.84;59.00;1021.10;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;0.00;0.00;10.44;316.40;8.05;296.57;3.24;90.00;8.28;0;0.0;
2017;10;11;2;0;13.50;59.00;1021.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.73;321.01;7.75;291.80;3.88;111.80;7.56;0;0.0;
2017;10;11;3;0;13.18;60.00;1021.80;0.00;0.00;0.00;0.00;3.90;13.00;0.00;0.00;0.00;0.00;10.20;317.86;12.72;295.11;4.39;145.01;6.12;0;0.0;
2017;10;11;4;0;12.29;63.00;1021.00;0.00;0.00;0.00;0.00;7.50;25.00;0.00;0.00;0.00;0.00;11.25;320.19;18.67;304.00;2.55;188.13;10.44;0;0.0;
2017;10;11;5;0;12.11;62.00;1021.10;0.00;0.00;0.00;0.00;8.70;29.00;0.00;0.00;0.00;0.00;12.18;325.84;21.99;309.69;1.08;270.00;14.04;0;0.0;
2017;10;11;6;0;11.80;64.00;1021.30;0.00;0.00;0.00;0.00;10.50;35.00;0.00;0.00;0.00;0.00;13.90;323.43;23.23;319.40;2.16;360.00;20.16;0;0.0;
2017;10;11;7;0;11.65;63.00;1021.20;0.00;0.00;0.00;0.00;10.20;34.00;0.00;0.00;0.00;0.00;15.12;321.77;27.86;327.13;2.55;45.00;21.60;0;0.0;
2017;10;11;8;0;11.81;61.00;1021.70;0.00;0.00;0.00;0.00;7.80;26.00;0.00;5.00;20.59;5.34;14.90;322.85;24.16;326.55;3.55;66.04;22.68;0.056;329.18;
2017;10;11;9;0;15.62;49.00;1022.00;0.00;0.00;0.00;0.00;13.00;9.00;0.00;13.00;51.70;139.73;11.72;317.49;17.97;327.26;4.02;79.70;15.12;13.982;679.47;
2017;10;11;10;0;18.33;42.00;1023.00;0.00;0.00;0.00;0.00;14.00;0.00;0.00;14.00;51.06;315.95;7.90;316.85;9.67;315.00;4.68;90.00;14.76;21.827;812.46;
2017;10;11;11;0;20.56;37.00;1022.40;0.00;0.00;0.00;0.00;46.00;0.00;0.00;46.00;30.64;466.36;1.53;225.00;1.94;201.80;5.59;104.93;5.04;96.853;873.96;
2017;10;11;12;0;21.37;37.00;1022.10;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;474.37;5.99;147.26;5.32;151.70;6.61;119.36;5.04;110.256;902.3;
2017;10;11;13;0;22.97;34.00;1022.00;0.00;0.00;0.00;0.00;18.00;0.00;0.00;18.00;48.51;525.99;8.16;131.42;6.64;130.60;8.22;118.81;8.28;107.443;909.77;
2017;10;11;14;0;23.88;32.00;1021.10;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;664.83;11.09;125.75;10.69;122.62;11.61;119.74;9.36;100.766;899.13;
2017;10;11;15;0;24.27;34.00;1020.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;633.68;12.48;133.83;12.48;133.83;13.04;129.40;13.32;104.113;866.41;
2017;10;11;16;0;24.52;33.00;1021.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;546.46;12.50;131.50;11.99;131.35;12.50;131.50;11.52;113.767;796.68;
2017;10;11;17;0;24.20;33.00;1020.50;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;409.40;10.97;131.01;10.74;129.56;11.72;132.51;12.96;98.356;642.62;
2017;10;11;18;0;23.50;35.00;1020.60;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;235.85;9.45;130.36;9.45;130.36;10.44;133.60;11.88;26.355;220.81;
2017;10;11;19;0;21.18;40.00;1021.10;0.00;0.00;0.00;0.00;11.00;0.00;0.00;11.00;2.42;71.20;8.67;138.37;12.89;144.09;10.80;143.13;13.68;7.766;0.0;
2017;10;11;20;0;18.98;49.00;1021.10;0.00;0.00;0.00;0.00;14.00;0.00;0.00;14.00;0.00;0.00;12.39;144.46;22.22;139.60;14.51;133.99;21.60;0.009;0.0;
2017;10;11;21;0;16.69;61.00;1022.10;0.00;0.00;0.00;0.00;25.00;0.00;0.00;25.00;0.00;0.00;7.70;169.22;14.58;159.78;15.48;125.54;18.72;0;0.0;
2017;10;11;22;0;16.87;61.00;1023.10;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;3.24;180.00;7.41;150.95;13.78;130.76;12.24;0;0.0;
2017;10;11;23;0;16.45;63.00;1023.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.52;360.00;4.10;105.26;10.70;137.73;6.48;0;0.0;
2017;10;12;0;0;16.04;64.00;1023.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;329.74;0.80;333.43;9.22;141.34;5.76;0;0.0;
